index,discriptions,mapped_rating
5797, thật sự là hộp của sản phẩm rất đẹp nhìn rất chắc chắn son nhìn cũng cực kì sang trọng luôn lên màu cũng ổn chỉ có điều là chất son hơi lỏng nhưng lên môi mượt  cây son trong set của mình bị bột  nhưng nhìn chung với giá tiền này thì mình đã hài lòng lắm rồi  ,0
5798,  chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh  rất thích đồ nhà c này vì chất rất đẹp  ,0
5799, shop bán hàng nhiệt tình cẩn thận  sẽ ủng hộ tiếp ,0
5800, ưu điểm  hàng đóng gói cẩn thận  bao bì sp đẹp son cầm rất chắc tay  khuyết điểm  son lên màu choé 😬 màu son không giống với giới thiệu của nhà sản xuất chất son không lì mà tạo cảm giác dính dính mỗi khi bặm môi 👎  quá thất vọng về sp lần này của maybelin ,1
5801, shop rep nhanh giao hàng nhanh còn được tặng thêm sample nữa ,0
5802, giao hàng mà thùng bị rách nát te tua luôn ah ,1
5803,  chất lượng sản phẩm tuyệt vời   đóng gói sản phẩm rất đẹp và chắc chắn  rất đáng tiền ,0
5804, chưa ăn nên chưa biết nhìn thấy ổn  ,0
5805,  sao thôi  vì thẻ bị sử dụng đăng ký ac gogle   whatap hết rồi  chán không tả được    mua  thẻ  thẻ không nhận được  tiền nào của đấy ,1
5806,  chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền shop phục vụ rất tốt thời gian giao hàng rất nhanh đẹp lắm nha shop thích ơi là thích   cảm ơn shop ,0
5807, truyện hay nhưng chất liệu giấy xấu bị bẩn và mốc hết bên trong  mua mới mà bị như vậy nên mình không hài lòng  ,1
5808,  aple hết ý tưởng cho iphone  vẫn dậm chân tại chỗ   ,1
5809,  thời gian giao hàng rất nhanh  chất lượng sản phẩm cũng ok  ,0
5810, giao sai ma  không co trach nhiem gi het  ai giam mua hang nua ,1
5811, sản phẩm  không có khuyến mại như trong trang đã đề cập  hơi thất vọng ,1
5812, rất ưng ý nhưng size giày to hơn chân bé nên  không mang vừa ,0
5813,  chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng cực kì nhanh luôn shop nói chuyện cũng dễ thương nữa  ,0
5814, rất đáng tiền thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt ,0
5815, hàng đẹp mê ly luôn  rất ưng sản  phẩm   ,0
5816, form giày bị móp hộp đựng bị móp trong quá trình vận chuyển ,1
5818, đẹp chịu     chất lượng sản phẩm tuyệt vời ,0
5819,  mình update    cho cái air  xong thì ảnh mình đã đưa vào máy bằng itunes bị nhảy loạn xạ ra  ,1
5820, hang giog hih giao hag nhah ,0
5821,  chất lượng sản phẩm tạm được quạt kêu rung đèn led không cháy  ,1
5822, san pham k dc nhu mong muon ,1
5824,  chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời  hơi hôi mùi vải một tý ,0
5825, chat lượng tốt   nhưng mùa hè chắc nóng bé nhà mình k chịu nằm ,0
5826, dép mang cực êm giá cũng mềm hơn so với shop mình định ord     nói chung là hài lòng lắm nhất định lần sau sẽ ủng hộ shop ☺ ,0
5827, hình thì bao bì đẹp mắt  mà nhận đc hàng là  cái bọc nhìn k mê được  k bao bì  k nhãn mác   k tên  ,1
5828,  chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất lâu  không bị vỡ  ,0
5829,  chất lượng sản phẩm rất kém không sử dụng được  ,1
5830, màu hơi nhạt hơn trong hình ,1
5831, giao hàng nhanh hàng xài ổn ,0
5832,  chất lượng sản phẩm tuyệt vời   thơm lắm   trắng sáng tự nhiên   k bị trôi hay bị lem nền ❤️ ủng hộ dài ạ ,0
5833, dặn soạn hàng  đàng giao hàng một nẻo  mọi người mua hàng chú ý nhé  ,1
5834,  shop phục vụ rất tốt thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời rất đáng tiền  iu cực kỳ lun  thích lắm lun 😍😍😍😘😘😘😘 ,0
5835, quả hơi bé bị sâu giao hàng nhanh  đóng gói sản phẩm rất đẹp và chắc chắn ,0
5836, chưa sử dụng chưa biết như thế nào  ,0
5838,  shop phục vụ rất kém nt  không them trl ,1
5839, hàng tot đúng như mẫu ,0
5840, chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh  chỉ có điều là trc khi giao hàng mình có ib cho shop mà k thấy phản hồi lại  còn về sản phẩm thì m rất ưng í  ,0
5841, sản phẩm tốt đóng gói cẩn thận  thanks shop ,0
5842, tuyệt lắm ạ   luôn ủng hộc shop ,0
5844, đóng gói sản phẩm rất đẹp và chắc chắn 😘 chưa dùng nên không đánh giá về chất lượng nhưng qua quan sát bên ngoài theo kinh nghiệm là hàng chuẩn 😌 ,0
5845, là hàng real nên sử dụng rất yên tâm  sp có mùi nhẹ nhàng thấm nhanh vào da  không gây rít bếch hay trắng bệch không dị ứng   đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt ,0
5846,  chất lượng sản phẩm tuyệt vời shiper dễ thương cực kì nhiệt tình lắm ,0
5847,  mới mua em nó  mới đầu muốn đổi máy khác  mà sau càng xài càng sướng     ,0
5848,  thời gian giao hàng rất nhanh có vạch báo thay tã rất tiện lợi ,0
5849,  đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh   phiếu bảo hành đẩy đủ  da đẹp   đồng hồ giống ảnh   mng khen giá sale rẻ đẹp  chúc shop buôn may bán đắt nhé  ,0
5851, mah mà sạc có h đã hết sạch  kg như mong đợi   giao hàng nhanh ok ,1
5852, không nghĩ là nhận hàng nhanh thế  hàng dầy dặn và chắc chắn  thank ,0
5853, giày bên shop đẹp lắm ạ  mk rất ưng  ,0
5854, sản phẩm tốt  còn nguyên hộp  máy đẹp     chất lượng sản phẩm tuyệt vời ,0
5855, giao hàng nhanh chất lượng ,0
5856, giày đẹp chất thì ok ,0
5857,  đóng gói sản phẩm rất đẹp và chắc chắn   shop phục vụ rất tốt  hàng auth lọ dễ thương  mask có mùi thơm dễ chịu  khi sử dụng trên môi thì hơi dính  chút  ,0
5858, giao hang nhanh  nhưng  không giống mẫu  nếu gióng sẽ đẹp hơn   không biết như thế nào nhưng gắn vào bật lửa lên thì thây ok   ,0
5859, shop rất nhiệt tình  k có màu chủ động gọi xác nhận  ,0
5860, lần thứ  mua bỉm của shop bịch này mình mua dự trữ chưa dùng nên chưa biết chất lượng  date còn mới mới từ cuối tháng   thôi  shop lúc nào cũng chuẩn bị hàng nhanh đóng gói đẹp chắc  trả lời tin nhắn cũng nhanh  giá rẻ  dùng gon thì chắc phải đóng họ cho shop dài dài r      ,0
5861,  không bao giờ tin đồ trên mạng   hình ảnh  với thực tế  trời  vực   ,1
5862, sản phẩm mình nhận dung lượng có gb trong khi mô tả là gb ,1
5863, dùng cũng được mà không giống hình không có chữ samsung  ,1
5864,  chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn tg giao hàng chậm dù sao vẫn đánh giá   vì sp tốt 😍 ,0
5865, đóng gói sản phẩm rất đẹp và chắc chắn thiếu mất móc khóa ,0
5866, shop phục vụ rất tốtđóng hàng vô cùng kĩ và đẹp chất lượng rất ngon chỉ có đều sấu trái lớn nhỏ  không đều nhưng ăn vừa miệngk chua lém dễ ăn  ,0
5867,  đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền ,0
5868, sản phẩm này tôi mua trên sendo về dùng ở vùng tôi ở tp bảo lộc  lâm đồng không dùng được  không như quảng cáo vì tôi đã thay đổi  lần sim mà không được lần đầu tưởng bị lỗi  nhưng shop lại đổi cho sim khác mà cũng bị lỗi tiếp  biết là không sử dụng được nơi quê hương tôi   sao khuyến khích cho shop rất nhiệt tình với khách hàng shop này cũng thật thà  tôi gọi điện tổng đài mobifone thì được câu trả lời làm gì mà có sim này xin liên hệ nơi bán nếu ai mua sim này nên cân nhắc trước khi mua sim này không thì mất công đổi trả phiền phức  ,1
5869, tư vấn nhiệt tình giao hàng nhanh  chất lượng thì phải dùng thực tế mới có đánh giá  ,0
5870,  chất lượng sản phẩm tuyệt vời rất đáng tiền chăn y như hình chất lượng tốt khỏi phải nói  lần sau mình sẽ ủng hộ nữa  ,0
5871,  rất đáng tiền  giảm hẳn   thời gian làm sữa chua  m test cùng  mẻ ng liệu  hủ vào máy ủ và  hủ ủ nồi inox trthống  tieng sau test thì ủ   máy đạt độ chua còn truyền thống m thay nước  lần ủ  tiếng như xưa giờ mới đạt   sẽ giới thiệu be mua thêm  góp ý shop thêm sdt  hotline cho chuyên nghiệp ,0
5872, ở nhật công viên việc làm thu nhỏ dành cho thiếu nhi đã có từ rất lâu   trẻ con nhật có thể tham gia những trò chơi này hàng tuần   và không có sự đi kèm của bố mẹ   để trẻ tự phát huy khả năng sáng tạo   rèn tính độc lập   ,1
5873,  chắc là snap  giống bphone    ,1
5874,  chất lượng sản phẩm tuyệt vời  cám ơn shop nhiều ạ  đặt  cái thì cả  đều hoạt động tốt    ,0
5875, mùi thơm sạch tóc nhưng k mềm lắm vẫn phải sử dụng xả mới mềm đc tóc ,0
5876, chất lượng sách k như mong đợi  mình nghĩ mua ở tiki là đáng tin  nhưng    ,1
5878,  đóng gói sản phẩm chắc chắn  dán lên nhìn rất mới và đẹp  ful màn hình nên đỡ trầy viền   ,0
5879, tuy giao hàng thiếu nhưng bên shop giải quyết thoả đáng   ,0
5880, mua áo cho bé ở nhà  tuổi đi học bơi  nhận sản phẩm cắt bọc ra thì hỡi ôi con bận không được  đem cho thằng cháu  tuổi nặng kg bận cũng không được luôn  trả không được vì bao bì phải dùng kéo cắt ra mới lấy được sản phẩm phải bỏ xó luôn vì có ai bận vừa đâu ,1
5881, đẹp hơn mong đợi  có ☆ thì cũng đánh giá luôn rất đáng tiền ,0
5882, dây quá ngắn k thể cài đc  keo nhựa dính tùm lum  k đáng đồng tiền  chất lượng sản phẩm rất kém ,1
5883, thu ngân quên đưa vòng tay vô nhân viên k phục vụ  nên coi lại thái độ phục vụ của nhân viên  bỏ tiền ra ăn cảm giác như đi ăn xin  chưa nói đến vấn đề đồ ăn nhé  chỉ thái độ nhân viên là muốn bỏ về rồi     ,1
5884,  bình cũ  rượu cũ  chỉ có nút chai là mới   ip chẳn thì mới hoàn toàn mới  còn ip lẻ thì na ná cái cũ     ,1
5885, tôi hài lòng về việc giao hàng đúng tiến độ  nhưng cuốn sách bị vấy bẩn mấy trang cuối thật đáng tiếc làm cuốn sách mất đi phần nào giá trị của nó  tôi hơi hụt hẫng một chút  ,1
5886, giày hơi nhỏ hơn size thông thường  mình đi size  thì size  của shop hơi ngắn  được cái giày mềm êm chân  ,0
5887, giao hàng siêu nhanh đóng gói cẩn thận xăng đan đẹp nữa chứ cám ơn shop ,0
5888, bắt xa và ổn định hơn tất cả đống này của mình totolink nre   mi wifi nano router   mi wifi     tenda n   hi vọng bền xa hơn thì chắc cần có thời gian test  thks shop vì hàng khủng  d ,0
5889, giao hàng nhanh sử dụng dễ dàng  ,0
5890, tệ     mình k hài lòng về sp  ,1
5891, ốp đẹp như hình  nhựa mịn  rất hài lòng  cảm ơn shop sẽ ủng hộ shop khi có mẫu mới ,0
5892, nó bị hở trên mũi giày nhưng  không biết làm sao để đổi hàng chiếc đầu tiên bị hở còn chiếc sau thì  không bị ,1
5893, shop chẳng cần phải chặn và cũng chẳng cần phải phục vụ tôi vì chắc chắn tôi sẽ  không quay lại shop mua lần thứ   đáng lẽ chẳng định cmt lên đây làm gì vì nó chẳng hay ho gì hết nhưng   cây muốn lặng mà gió chẳng ngừng    ăn nói liên thiên  ,1
5894, sài chưa dc tuần       mở nguồn k lên ,1
5895,  chất lượng sản phẩm rất kém mới dùng hơn  tuần đã hỏng bây giờ không sử dụng được nữa  ,1
5896, hàng mẫu y hình   đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh ,0
5897,  chất lượng sản phẩm tuyệt vời  đẹp và chắc chắn ,0
5898, chất vải như hình   mình thích kiểu hm hơn nên mua cho con các mẹ ak ,0
5899, gói hàng hơi sơ sài chút nhưng giày đi đẹp êm chân và vừa nên k sao  thanks shop ,0
5901, mấy cái quần đùi in giặt bị ra màu tèm lem hết rùi shop ơi  huhu ,1
5902, không thích vì sách dịch ít nội dung áp dụng được  ,1
5903,  thời gian giao hàng rất nhanh  size hơi bé nhưng giá cả phù hợp ,0
5904, cực kì tệ   quảng cáo giống hình mà giao hàng khác   ,1
5905, mình đặt tả cho bé trai mà shop giao tả bé gái  lần sau đề nghị shop lưu ý ghi chú của mình nhé ,1
5906,  chất lượng sản phẩm quá chán  thử lên tay đã bị rách  hỏng luôn   mẫu giống hình  đóng gói sp xấu  nhận hàng nhanh chất lượng sản phẩm rất kém ,1
5907, màu sắc đơn điệu   không thu hút được trẻ em ,1
5908, hộp hơi méo  tem sp  hơi nát ,1
5910, check ma vach  không thay thong tin    không biet cho may sao luon  ,1
5911,  chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn  shop phục vụ rất tốt rất đáng tiền hạn sd   ok ,0
5912, toàn bộ là sản phẩm của karoma  mùi hắc và gây buồn ói  ,1
5913, dép đẹp vừa khít chân nhưng nhiều mùi cao su quá ạa ,0
5914, đưa lộn số  khi muốn đổi thì thủ tục lằng nhằng ,1
5915, nếu đã nói đến bảo tồn và tôn tạo là phải cố gắng giữ nguyên như thiết kế ban đầu của nó   ,1
5916, sản phẩm bị lỗi sọc ngang màn hình   bể bên góc  shop coi lại dùm mình đổi cho mình sản phẩm khác ,1
5917, mình không cảm nhận được cảm xúc trong cuốn sách này  ,1
5919, vali chất liệu nhựa trông đẹp khá chắc chắn nhưng chỉ có quai xách đứng k có quai xách ngang có quai xách ngang tiện xách hơn  cảm ơn shop nhé  ,0
5920, ôi dung tốt lắm lên mịn  phù hợp vs da dầu  không bị bít lỗ chân lông   chất lượng sản phẩm tuyệt vời   shop phục vụ rất tốt   đóng gói sản phẩm rất đẹp và chắc chắn ,0
5921, hình rõ đẹp chủ shop dễ thương ,0
5922,  chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thun mát đẹp ,0
5923, nhận hàng về mở ra bụi bặm và nhìn cũ cũ sao ấy rất không hài lòng  ,1
5924,  xong       xin tưởng nhớ đến aple cái gì cũng giống chỉ khác con số    r i p   ,1
5925, dac hag lan  nhug lan nay pin dong ho chet    cug dung  hag  ,0
5926, o ngoai nhin nho xiu  de duoc  bo quan ao mong la het cho  duong may chac chan  giao hang nhanh   ,1
5927, đã dặn k lấy tràn keo   mà shop vẫn lấy tràn keo   ,1
5928, shop gói hàng chắc chắn còn thiệp xinh xinh vs tặng kèm đồ nữa giá rẻ nói chung ưng lắm cũng nhiệt tình nữa sẽ tiếp tục ủng hộ ,0
5929,  thời gian giao hàng rất nhanh  shpđóng  gói wa tồi  rách hết cả bao bì  k biết có ảnh hưởng đến chất lượng sp k    ,1
5930,  chất lượng sản phẩm rất kém chất lượng sản phẩm rất kém chất lượng sản phẩm rất kém  tất bé đi  không vừa chân   vải rất khô và toàn nilon   không nên mua phí tiền  ,1
5931, chả có bí quyết nào đâu các bạn ạ chỉ giới thiệu sơ lược và mấy phương pháp mình học được toàn sử dụng tiếng anh  thất vọng chết đi được  tiền ơi em ở nơi nào có nghe chị nói gì không  về với chị đi bỏ ra gần  tưởng đâu sẽ mua được bí kíp cao siêu gì đó ai ngờ haiz mà trách ai được  nói chung là sau này em nghĩ tiki nên nhập nhiều sách có ích và ít tốn tiền hơn như thế này đứt từng đoạn ruột  làm ơn đừng mua nó nếu bạn đốt tiếng anh và nếu vẫn cố chấp mua thì đừng hy vọng qúa nhiều ,1
5933,  chất lượng sản phẩm tuyệt vời gửi nhầm size  ,0
5934,  chất lượng sản phẩm rất tốt   ,0
5935, nhận được hàng nhanh sản phẩm đúng chất lượng ,0
5936, combo đúng nhiều luôn     đẹp lắm shop 💕 ,0
5937, hàng giao đúng hẹn nhưng đóng gói cực kỳ tệ luôn sạc dự phòng mà không có bọc khí để chống sốc nữa chứ do hàng tiki bán nên không kiểm tra mở ra mới thấy là hàng xách tay không có tem của dgw luôn chứ vậy mà dám ghi chính hãng thất vọng quá phải kiện tiki bồi thường mới được ,1
5938, sản phẩm khác hình trong shop  chiếu lụa điều hoà  không ưng ý ,1
5939, lần nào mua hàng của shop cũng vừa ý hết chưa phật lòng đc chỗ nào luôn món này ngon nhứt nhối hiuhiu chắc gần tết mình sẽ mua thêm ngon hơn thịt bò khô luôn á tỏi thơm gì đâu luôn 👏🏻👏🏻👏🏻👏🏻 còn đc tặng móc khoá xinh xinh nữa ,0
5940, em mua ở shop lần đầu và sản phẩm em nhận được em hết sức ưng ý  em sẽ tiếp tục ủng hộ shop nhe  ,0
5941, sách rất hay thú vị  cách phục vụ của tiki cũng rất chuyên nghiệp nhưng không hiểu sao sách lại bị mất mấy trang từ  đến   ,1
5942, shop lừa đảo mn cẩn thận chất lượng sản phẩm rất kém  shop phục vụ rất kém ,1
5943, chất liệu rất thích đẹp  nhìn chung là tốt hơn mong đợi   ,0
5944, thời gian chuẩn bị hàng lâu nên lâu nhận được hàng  đóng gói cẩn thận  chất lượng tã tốt  mềm mịn  thấm hút tốt  quà tặng cũng chất lượng tốt đẹp nhiều nút bấm phát nhạc điểm trừ là loa phát nhỏ  ,0
5945, ganier không mùi mà sao của shop có mùi cồn khó chịu quá   ,1
5946,  đóng gói sản phẩm rất đẹp và chắc chắn  shop phục vụ rất tốt thời gian giao hàng rất nhanh nhưng thời gian chuẩn bị hàng hơi lâu 😂😂😂😂😂 ,0
5949, tôu chưa ăn bao giờ nghe mọi người nhân xét nhon cũng tò mò mua thử sao nó hôi quá  không thể nào aen được ,1
5950, chưa sd nhưng thấy đóng gói đẹp giao hàng nhanh tư vấn nhiệt tình ,0
5951, mua lần t      vẫn ưng như lần đầu     thích nhất ở chỗ son mềm lướt lên môi là lên màu ròi     mà shop quá nhanh quá nguy hiểm đặt hàng xong  tiếng sau là lưu kho rồi noti liên tục luôn chưa bh mua shop nào mà nhanh dữ v     ,0
5953,  mua về chưng chứ  không chạy đi nha m n  rất không đáng tiền chất lượng sản phẩm rất kém  ,1
5954,  ﻿có khả năng các ifan sẽ được sử dụng công nghệ ra đời cách đây  năm  chúc mừng các bạn  ,1
5955, cua hang nay sao o giao hang khach hang da dat the cao va da thanh toan   den nay van chưa được hang va da gui tin den cua hang van o thay hoi am  lam the nao giong luong gat qua  neu o thi xin liên he voi khach hang qua so dt  ,1
5956, dây cáp mình mua bị gãy ở khớp nối không bền như quảng cáo ,1
5957, bánh ngon ạ  date cũng mới nữa ,0
5958, rấc tiếc là shop còn có  cái  không là đặt thêm dòi     ,0
5959, ăn ngon lém mà mỗi tội hạt maca  không cho cái đồ tách vỏ t t ,0
5960,  dùng sim ghép thì không dùng đc g mất sóng thì tháo sim ra mồi sóng  nói chung quá củ chuối  trước em đã từng dùng con sharp sh trải qua sự khó chịu đó rồi tháo ra tháo vào liên tục luôn nó mà ngon được như sim ghép cho iphone thì lại ngon  ,1
5961, áo đẹp  quần may cẩu  đường may  không đẹp dễ rách ,1
5962, ipad kết nối ngon với cái loa này bạn  tui xài rồi  cái loa này chỉ để nghe thôi   không mic  không nút volume  không lỗ   gì đâu  vậy nên mới rẻ mà nghe tốt  ,0
5963, sách có vẻ quá tệ và thực sự không hay như mình mong đợi  mình mua quyển sách này với hy vọng sẽ tìm được điều gì đó hay và mới mẻ nhưng có vẻ không  ,1
5964,  chất lượng sản phẩm rất kémsẽ không mua lại lần nào nữa     ,1
5965, sách hay chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt ,0
5966,  vẫn đang xài z   pasport   b nhưng đa phần ứng dụng tải từ ch play về nên không lo  ,0
5967,  chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh rất đáng tiền rất đáng tiền ,0
5968, hơn mong đợi hehe vừa ý dã man rợ 🤣🤣 thích quá lần sau ủng hộ shop tiếp mong shop tặng cho đôi vớ 😂 ,0
5969, mình là fan của gel lô hội nha đam của nature republic  mình xài chắc   hũ gì rồi  mua ở hàn cũng có mà ở store vn cũng có  vì lười ra store mà mình đặt mua của shop  sau khi kiểm tra thiết kế và code thì thấy shop gửi hàng fake cho mình  hũ rỗng ở nhà có hsd gần và mới hơn hũ của shop   thất vọng ,1
5970,  chất lượng sản phẩm tuyệt vờituy hơi vỡ một chút do vận chuyển nhưng chất lượng ok  đóng gói sản phẩm rất đẹp và chắc chắn ,0
5972, size cho bé kg quá nhỏ   ,1
5973,  chất lượng sản phẩm tuyệt vời  đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh ,0
5974, nói chung là phê lắm ae ạ     giày đẹp thơm phức phối đồ chất     khuyên ae nên mua đúng size giày bth hay đi nha  mình cứ nghĩ nó ôm mua kick lên  size nên đi rộng tí     tổng thể đ ,0
5975, giao đúng loại hàng  cảm ơn sh nhiều  rất đáng tiền ,0
5976,   chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh  đóng gói tạm rất đáng tiền ,0
5977, giao hàng chậm  sản phẩm chưa gì đã bung  chán ,1
5978, điều này không thể nào chấp nhận được   văn học hướng con người đến cái chân   thiện   mỹ và giúp hoàn thiện về nhân cách con người   ,1
5980,  chất lượng sản phẩm tuyệt vời    đẹp qá shop ơi   shop gói hàng kĩ qá   e mở gói hàng mà mất phut   mở hàng ra nhìn hơi pị mê lun 😍😍   các pạn nên ũg hộ shop  shop uy tính lắm lun á  thích qá đi à    rất đáng tiền thời gian giao hàng rất nhanh ,0
5981,  nó chỉ là đt cùi bắp có dây đeo mà thui     ,1
5982, hàng tuyệt vời xài ok nè giao gói rất kĩ yêu shop ,0
5984,  may quá đang định xuống tiền mau iphone s gb  giờ găp em này quất luôn lại dư được ít tiền  ,0
5986, shop bán hàng lừa đảo   chúng tôi mún đổi hàng  không dc shop liên he giao hàng  không đúng sản phẩm    ,1
5988,  shop phục vụ rất kém rất không đáng tiền thời gian giao hàng rất chậm  máy rung như máy khoan ổ cắm nóng ran như muốn nổ   sợ  ,1
5989, hạt bị mốc  k tặng kìm tách vỏ   chất lượng sản phẩm rất kém  mua kg mà đk có kg   shop phục vụ rất kém ,1
5990, giao hàng quá chậm  phục vụ kém nhắn tin còn k thèm tl  ,1
5991, shop giao hàng vs tốc độ ánh sáng ,0
5993, giày đẹp y hình  giá hợp lý  đúng tiêu chí rẻ đẹp  mọi người nhớ ủng hộ shop ,0
5994, đóng gói sản phẩm rất đẹp và chắc chắn shop chuẩn bị hàng và giao hàng nhanh  shop phục vụ rất tốt về sản phẩm  loại này phải có dạng vòi nặn ra sẽ tiện lợi hơn và điều chỉnh đc lượng kem nền muốn dùng  mà kg phải bị dính nhem ở nắp như dạng này  chất kem khi bôi lên xong thì hơi khô chút  ,0
5995, sản phẩm này vô cùng kém chất lượng vì thùng hàng bị bầm dập tứ phía móp mép lung tung  làm ảnh hưởng đến chất lượng của sách rất tồi tệ  em mong tiki lưu ý giúp em nếu không từ nay em sẽ không đặt hàng ở tiki nữa đâu ạ ,1
5996, giày đẹp mỗi tội form bé quá mà shop k ghi chú ý j cả     ,0
5997, giao hàng chậm hàng ok đóng gói sản phẩm rất đẹp và chắc chắn lúc đặt hàng fre phí chuyển đến khi nhận hàng phải trả thêm khoản ship ,1
5998, mình mua cho ba mình để treo xe không biết cái này phải tinh dầu thật hay không nhưng mà nó rơi xuống làm tróc hết lớp sơn xe của ba mình ba mình vứt luôn     trên k khá đắt lại như này nữa chưa bao giờ mua sp của tiki mình lại thất vọng như vầy ,1
5999, thời gian giao hàng rất nhanh    sản phẩm cũng tạm được     ,0
6000,  chất lượng sản phẩm tuyệt vời   mình kg bik chính hãng hay không nhưng k mua đc đồng hồ thế này thì wa ưng ý luôn   đúng như wcao   đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh ,0
6001,  chất lượng sản phẩm tuyệt vời  đóng gói sản phẩm rất đẹp và chắc chắn   thời gian giao hàng rất nhanh ,0
6002, shop bọc hàng kỹ cẩn thận và đẹp  chai t mua của shop  chất lượng tuyệt vời ,0
6003,  chất lượng sản phẩm kém hình in nhoè  ,1
6004, sản phẩm tốt đúng như đã mô tả   sử dụng hài long  ,0
6005, mới uống được  gói cảm nhận đầu tiên là rất thích và rất dễ uống  ,0
6006, phấn mịn kiềm dầu tốt  😊 ,0
6007, bánh ngon thơm  không bị vụn  đóng gói bao thiếc có hàng nhựa khóa nên bảo quản dc lâu  ,0
6008,  cái kéo  không cắt dc tóc đâu shop ơi ,1
6009, hàng xài đc nhưng gửi màu đen hk thích lắm ,1
6010, sản phẩm tươi shop chu đáo trả lời khách  ,0
6011, trước khi đặt mua mình cũng  không kỳ vọng gì chỉ là buộc phải mua vì loại áo khoác mỏng này cho bé không dễ kiếm  tuy nhiên  dù đã chuẩn bị tinh thần nhưng sản phẩm còn tệ hơn mình nghĩ nữa  mới giặt lẫn đầu mà phần cổ đã bị giãn gấp đôi so với kích thước ban đầu  áo còn bị rách  lỗ nữa  ngoài ra phần lưng áo cũng không giống hình  ,1
6012, khăn bị phai màu dùng nước hơi nóng một chút là khăn lại phai màu ra  mới dùng thì mềm đấy nhưhg sau vài lần giặt thì cứng quèo lại  nói chung là thất vọng ,1
6013, nhận đc hàng cái nào cũng ưng hết nhưng shop gửi thiếu đồ nt có tl là sẽ gửi bù lại cho mình nên cũng yên tâm chút ,0
6014, sản phẩm rất kém lỗi nhiều ,1
6015,  chất lượng tuyệt vời  thời gian giao hàng rất nhanh  sẽ ủng hộ lâu dài ,0
6016, chất lượng ok  hàng chuẩn   lần sau mình sẽ ủng hộ tiếp     ,0
6018,  chất lượng sản phẩm rất kém gửi sản phẩm k hai lòng đặt xai  mà gửi một chiếc  một chiếc  đổi lại thì không cho  ,1
6019, hộp còn nguyên tem chưa có dấu hiệu bị bóc son thơm mùi kẹo mà lại mướt nữa 😩😩 không sai lầm khi mua hai cây về ,0
6020, mình rất hài lòng với sản phẩm ,0
6021,  chất lượng sản phẩm tuyệt vời đợi nhận hàng lâu nhưng chất lượng sp rất tốt sẽ ủng hộ shop dài dài ,0
6022, chất liệu vải bình thường ,1
6023, đóng gói cẩn thận chưa dùng đến chưa biết chất lượng ntn nhưng nhìn chung thì thấy khá là ổn  ,0
6024, combo  loại bánh mà chỉ nhận đc  cái bánh thôi  hình để thì nhiều loại bánh nhìn ngon nhưng giao hàng nhìn chán ghê luôn  có mấy loại thôi mà toàn là bánh sữa chua  ,1
6025, sản phẩm máy hút mụn không xài được  lực hút nhẹ không thể hút mụn  túi đựng đồ lót đặt màu xanh lá giao màu xanh dương mà còn bị phai màu  chỉ có mỗi cái túi chống nước là ok ,1
6026, chất lượng sản phẩm rất kém  xay đc  lần đã hỏng  ,1
6027, chỉ tuột ra hết  may không chắc chắn   ,1
